index, number, factorization, distance from power of 2, reminder mod 4, is peak
0, 6, 2^1 * 3^1, 1, 2, 
1, 3, 3^1, 1, 3, 
2, 10, 2^1 * 5^1, 1, 2, 
3, 5, 5^1, 1, 1, 
4, 16, 2^4, 0, 0,  peak
5, 8, 2^3, 0, 0,  peak
6, 4, 2^2, 0, 0,  peak
7, 2, 2^1, 0, 2, 
8, 1, , 0, 1, 
