index, number, factorization, distance from power of 2, reminder mod 4, is peak
0, 3, 3^1, 1, 3, 
1, 10, 2^1 * 5^1, 1, 2, 
2, 5, 5^1, 1, 1, 
3, 16, 2^4, 0, 0,  peak
4, 8, 2^3, 0, 0,  peak
5, 4, 2^2, 0, 0,  peak
6, 2, 2^1, 0, 2, 
7, 1, , 0, 1, 
