index, number, factorization, distance from power of 2, reminder mod 4, is peak
0, 48, 2^4 * 3^1, 1, 0,  peak
1, 24, 2^3 * 3^1, 1, 0,  peak
2, 12, 2^2 * 3^1, 1, 0,  peak
3, 6, 2^1 * 3^1, 1, 2, 
4, 3, 3^1, 1, 3, 
5, 10, 2^1 * 5^1, 1, 2, 
6, 5, 5^1, 1, 1, 
7, 16, 2^4, 0, 0,  peak
8, 8, 2^3, 0, 0,  peak
9, 4, 2^2, 0, 0,  peak
10, 2, 2^1, 0, 2, 
11, 1, , 0, 1, 
