index, number, factorization, distance from power of 2, reminder mod 4, is peak
0, 44, 2^2 * 11^1, 1, 0,  peak
1, 22, 2^1 * 11^1, 1, 2, 
2, 11, 11^1, 1, 3, 
3, 34, 2^1 * 17^1, 1, 2, 
4, 17, 17^1, 1, 1, 
5, 52, 2^2 * 13^1, 1, 0,  peak
6, 26, 2^1 * 13^1, 1, 2, 
7, 13, 13^1, 1, 1, 
8, 40, 2^3 * 5^1, 1, 0,  peak
9, 20, 2^2 * 5^1, 1, 0,  peak
10, 10, 2^1 * 5^1, 1, 2, 
11, 5, 5^1, 1, 1, 
12, 16, 2^4, 0, 0,  peak
13, 8, 2^3, 0, 0,  peak
14, 4, 2^2, 0, 0,  peak
15, 2, 2^1, 0, 2, 
16, 1, , 0, 1, 
