index, number, factorization, distance from power of 2, reminder mod 4, is peak
0, 11, 11^1, 1, 3, 
1, 34, 2^1 * 17^1, 1, 2, 
2, 17, 17^1, 1, 1, 
3, 52, 2^2 * 13^1, 1, 0,  peak
4, 26, 2^1 * 13^1, 1, 2, 
5, 13, 13^1, 1, 1, 
6, 40, 2^3 * 5^1, 1, 0,  peak
7, 20, 2^2 * 5^1, 1, 0,  peak
8, 10, 2^1 * 5^1, 1, 2, 
9, 5, 5^1, 1, 1, 
10, 16, 2^4, 0, 0,  peak
11, 8, 2^3, 0, 0,  peak
12, 4, 2^2, 0, 0,  peak
13, 2, 2^1, 0, 2, 
14, 1, , 0, 1, 
