index, number, factorization, distance from power of 2, reminder mod 4, is peak
0, 42, 2^1 * 3^1 * 7^1, 2, 2, 
1, 21, 3^1 * 7^1, 2, 1, 
2, 64, 2^6, 0, 0,  peak
3, 32, 2^5, 0, 0,  peak
4, 16, 2^4, 0, 0,  peak
5, 8, 2^3, 0, 0,  peak
6, 4, 2^2, 0, 0,  peak
7, 2, 2^1, 0, 2, 
8, 1, , 0, 1, 
