index, number, factorization, distance from power of 2, reminder mod 4, is peak
0, 13, 13^1, 1, 1, 
1, 40, 2^3 * 5^1, 1, 0,  peak
2, 20, 2^2 * 5^1, 1, 0,  peak
3, 10, 2^1 * 5^1, 1, 2, 
4, 5, 5^1, 1, 1, 
5, 16, 2^4, 0, 0,  peak
6, 8, 2^3, 0, 0,  peak
7, 4, 2^2, 0, 0,  peak
8, 2, 2^1, 0, 2, 
9, 1, , 0, 1, 
