index, number, factorization, distance from power of 2, reminder mod 4, is peak
0, 24, 2^3 * 3^1, 1, 0,  peak
1, 12, 2^2 * 3^1, 1, 0,  peak
2, 6, 2^1 * 3^1, 1, 2, 
3, 3, 3^1, 1, 3, 
4, 10, 2^1 * 5^1, 1, 2, 
5, 5, 5^1, 1, 1, 
6, 16, 2^4, 0, 0,  peak
7, 8, 2^3, 0, 0,  peak
8, 4, 2^2, 0, 0,  peak
9, 2, 2^1, 0, 2, 
10, 1, , 0, 1, 
